27968,10001,data
2,21,1
10,3,1
16,3,1
18,2,1
20,14,1
21,27,1
26,3,1
27,3,1
28,21,1
31,11,1
35,2,1
36,3,1
37,26,1
38,27,1
40,14,1
43,13,1
46,31,1
47,3,1
48,3,1
49,11,1
51,9,1
52,9,1
57,11,1
58,3,1
62,11,1
69,21,1
70,3,1
71,11,1
73,3,1
75,11,1
77,21,1
80,2,1
82,2,1
83,14,1
86,6,1
87,25,1
88,7,1
94,58,1
97,27,1
104,3,1
106,7,1
107,14,1
110,2,1
111,26,1
116,7,1
117,2,1
119,63,1
120,3,1
124,3,1
130,22,1
137,23,1
140,27,1
154,3,1
158,27,1
161,3,1
162,27,1
163,21,1
166,9,1
170,25,1
174,26,1
177,17,1
179,27,1
183,46,1
184,13,1
185,59,1
187,3,1
193,2,1
194,3,1
195,7,1
225,23,1
227,15,1
229,15,1
233,51,1
236,16,1
241,3,1
242,26,1
244,3,1
245,2,1
248,3,1
251,14,1
257,35,1
258,35,1
260,12,1
261,3,1
262,10,1
263,4,1
264,11,1
268,14,1
274,2,1
277,2,1
279,17,1
288,2,1
289,3,1
296,2,1
298,9,1
299,3,1
302,56,1
303,3,1
307,72,1
309,7,1
310,17,1
312,59,1
313,34,1
314,14,1
319,3,1
321,8,1
322,3,1
323,2,1
326,52,1
327,11,1
331,9,1
333,3,1
334,2,1
337,220,1
342,27,1
345,3,1
347,2,1
354,3,1
356,3,1
359,3,1
362,2,1
369,41,1
372,3,1
375,3,1
377,27,1
379,3,1
380,14,1
381,27,1
382,3,1
383,2,1
386,17,1
389,13,1
390,4,1
393,3,1
400,3,1
402,61,1
412,3,1
413,5,1
417,3,1
418,13,1
419,11,1
420,17,1
422,9,1
425,3,1
427,11,1
431,3,1
432,36,1
436,14,1
438,26,1
440,15,1
441,7,1
446,13,1
447,18,1
452,21,1
456,7,1
457,2,1
458,9,1
461,11,1
467,21,1
468,2,1
472,3,1
473,20,1
474,23,1
481,15,1
484,3,1
488,14,1
489,3,1
491,179,1
492,27,1
498,14,1
499,33,1
500,13,1
506,26,1
511,9,1
512,24,1
517,104,1
519,3,1
520,3,1
523,17,1
524,2,1
526,2,1
530,27,1
533,3,1
534,123,1
535,3,1
540,11,1
541,210,1
542,5,1
546,4,1
551,25,1
553,5,1
562,27,1
564,22,1
573,2,1
579,2,1
581,17,1
584,10,1
587,17,1
590,3,1
592,2,1
594,3,1
599,5,1
608,13,1
609,3,1
614,19,1
615,3,1
618,51,1
620,2,1
626,26,1
627,3,1
629,13,1
632,13,1
639,51,1
640,3,1
641,3,1
643,13,1
649,3,1
652,3,1
656,10000,1
657,3,1
659,25,1
663,3,1
667,10,1
668,52,1
675,2,1
677,15,1
680,13,1
683,21,1
684,11,1
685,53,1
689,12,1
692,9,1
694,3,1
700,11,1
701,3,1
705,27,1
708,3,1
709,2,1
712,7,1
714,24,1
718,27,1
727,28,1
728,27,1
730,2,1
731,61,1
735,21,1
736,7,1
737,3,1
740,13,1
742,3,1
743,13,1
745,4,1
747,11,1
751,3,1
752,8,1
762,12,1
764,120,1
768,1001,1
770,2,1
776,183,1
778,3,1
780,3,1
781,2,1
783,3,1
784,2,1
788,2,1
791,14,1
792,3,1
793,3,1
797,25,1
799,24,1
806,21,1
809,2,1
814,2,1
817,3,1
818,3,1
830,5,1
834,14,1
836,13,1
838,2,1
839,3,1
840,26,1
845,3,1
846,3,1
847,14,1
858,2,1
859,4,1
860,11,1
863,2,1
865,21,1
868,17,1
869,12,1
870,24,1
871,11,1
873,2,1
877,9,1
879,16,1
884,22,1
889,3,1
891,41,1
893,24,1
897,26,1
899,2,1
903,2,1
907,2,1
909,1001,1
910,27,1
914,24,1
916,3,1
920,3,1
921,2,1
926,13,1
929,3,1
935,31,1
937,7,1
938,11,1
939,14,1
942,3,1
944,18,1
949,24,1
955,13,1
956,4,1
959,3,1
960,42,1
964,12,1
965,31,1
966,11,1
982,13,1
986,11,1
987,2,1
988,3,1
989,14,1
990,3,1
993,2,1
995,2,1
996,77,1
997,13,1
1003,22,1
1004,8,1
1008,3,1
1010,13,1
1014,3,1
1015,26,1
1016,13,1
1020,25,1
1026,9,1
1027,2,1
1028,3,1
1030,4,1
1033,3,1
1045,2,1
1047,12,1
1049,9,1
1052,202,1
1054,3,1
1056,55,1
1058,2,1
1059,2,1
1061,10,1
1065,7,1
1067,3,1
1069,27,1
1070,3,1
1074,3,1
1076,27,1
1080,23,1
1083,11,1
1085,7,1
1086,9,1
1091,3,1
1092,33,1
1095,24,1
1097,2,1
1099,26,1
1102,21,1
1105,11,1
1108,3,1
1110,51,1
1112,36,1
1113,21,1
1119,17,1
1124,2,1
1131,3,1
1139,41,1
1146,61,1
1148,27,1
1151,26,1
1152,3,1
1153,19,1
1155,3,1
1156,2,1
1159,49,1
1160,3,1
1163,27,1
1165,24,1
1170,3,1
1172,17,1
1175,3,1
1179,3,1
1182,5,1
1186,14,1
1187,3,1
1197,11,1
1200,2,1
1202,27,1
1204,8,1
1206,17,1
1208,27,1
1215,7,1
1220,3,1
1221,28,1
1225,11,1
1226,11,1
1230,17,1
1233,13,1
1234,3,1
1235,23,1
1239,2,1
1241,3,1
1244,3,1
1248,12,1
1249,35,1
1250,3,1
1255,17,1
1270,3,1
1271,3,1
1273,25,1
1280,24,1
1283,2,1
1284,101,1
1293,3,1
1296,3,1
1299,3,1
1300,1354,1
1302,6,1
1303,16,1
1304,3,1
1310,21,1
1313,13,1
1314,20,1
1317,10,1
1319,4,1
1324,21,1
1325,11,1
1326,3,1
1329,13,1
1335,27,1
1337,11,1
1340,3,1
1344,8,1
1346,11,1
1348,22,1
1349,40,1
1350,3,1
1354,49,1
1358,7,1
1360,13,1
1364,3,1
1366,53,1
1371,13,1
1372,3,1
1374,9,1
1379,10000,1
1384,2,1
1385,21,1
1386,2,1
1400,3,1
1404,28,1
1406,19,1
1409,13,1
1411,14,1
1413,27,1
1417,61,1
1420,14,1
1421,67,1
1423,3,1
1424,11,1
1425,2,1
1426,13,1
1433,9,1
1434,3,1
1435,11,1
1437,26,1
1441,27,1
1442,13,1
1443,171,1
1444,9,1
1445,6,1
1446,4,1
1452,3,1
1454,3,1
1456,26,1
1457,4,1
1461,27,1
1463,11,1
1464,51,1
1466,3,1
1467,3,1
1470,3,1
1472,17,1
1474,1123,1
1478,34,1
1481,369,1
1483,9,1
1484,3,1
1486,14,1
1490,27,1
1491,3,1
1492,2,1
1493,22,1
1499,121,1
1501,2,1
1505,3,1
1506,6,1
1509,2,1
1522,3,1
1523,11,1
1528,3,1
1531,3,1
1532,4,1
1533,17,1
1535,2,1
1542,3,1
1545,373,1
1546,2,1
1547,2,1
1548,21,1
1549,5,1
1550,13,1
1551,2,1
1553,13,1
1556,2,1
1557,10000,1
1558,27,1
1561,3,1
1562,2,1
1565,10,1
1567,3,1
1572,2,1
1574,3,1
1577,41,1
1578,21,1
1580,3,1
1582,22,1
1584,3,1
1591,13,1
1595,17,1
1598,21,1
1602,11,1
1605,53,1
1609,210,1
1612,14,1
1618,4,1
1623,2,1
1624,2,1
1625,2,1
1635,2,1
1639,21,1
1643,50,1
1648,3,1
1650,2,1
1655,69,1
1656,5,1
1659,27,1
1660,26,1
1661,10,1
1666,2,1
1669,3,1
1672,25,1
1677,27,1
1680,35,1
1681,27,1
1683,3,1
1684,11,1
1686,14,1
1687,105,1
1689,13,1
1691,27,1
1692,5,1
1695,14,1
1698,15,1
1699,2,1
1704,2,1
1706,9,1
1708,25,1
