27968,7,data
0,0,1
1,1,1
2,2,1
3,0,1
4,1,1
5,3,1
6,0,1
7,1,1
8,0,1
10,0,1
11,0,1
12,0,1
13,1,1
15,0,1
16,0,1
17,1,1
18,0,1
19,0,1
20,2,1
21,2,1
22,3,1
25,1,1
26,0,1
27,0,1
28,2,1
30,1,1
31,2,1
33,0,1
35,0,1
36,0,1
37,2,1
38,2,1
39,0,1
40,2,1
41,1,1
42,3,1
43,2,1
44,1,1
46,2,1
47,2,1
48,2,1
49,2,1
51,2,1
52,2,1
53,1,1
54,0,1
55,1,1
56,1,1
57,2,1
58,2,1
59,0,1
61,0,1
62,2,1
63,1,1
65,0,1
67,0,1
68,1,1
69,2,1
70,0,1
71,2,1
72,1,1
73,0,1
75,2,1
76,1,1
77,2,1
79,0,1
80,0,1
81,3,1
82,0,1
83,2,1
84,0,1
86,2,1
87,2,1
88,2,1
89,0,1
93,0,1
94,2,1
95,0,1
96,1,1
97,4,1
98,1,1
99,0,1
100,1,1
102,1,1
103,1,1
104,0,1
105,1,1
106,2,1
107,2,1
108,0,1
109,0,1
110,0,1
111,2,1
113,0,1
114,0,1
116,2,1
117,0,1
118,1,1
119,2,1
120,2,1
122,0,1
124,0,1
125,0,1
126,1,1
127,1,1
128,0,1
129,0,1
130,2,1
133,3,1
134,0,1
135,0,1
136,1,1
137,2,1
139,0,1
140,2,1
141,3,1
142,0,1
143,0,1
144,0,1
145,3,1
148,1,1
152,1,1
153,1,1
154,0,1
156,1,1
157,1,1
158,2,1
159,3,1
160,0,1
161,0,1
162,2,1
163,2,1
164,1,1
166,2,1
167,0,1
168,0,1
170,2,1
171,0,1
172,0,1
173,1,1
174,2,1
175,0,1
176,0,1
177,2,1
178,0,1
179,2,1
181,0,1
183,2,1
184,2,1
185,2,1
186,1,1
187,0,1
188,0,1
189,0,1
192,0,1
193,0,1
194,0,1
195,2,1
196,0,1
197,1,1
198,0,1
200,1,1
202,1,1
203,1,1
206,0,1
207,0,1
208,3,1
209,0,1
210,0,1
211,0,1
212,0,1
214,1,1
215,0,1
219,1,1
221,0,1
222,3,1
223,3,1
225,2,1
227,2,1
228,0,1
229,2,1
230,0,1
232,1,1
233,2,1
234,0,1
235,0,1
236,2,1
237,1,1
238,1,1
241,2,1
242,2,1
243,2,1
244,0,1
245,0,1
246,1,1
247,0,1
248,2,1
249,1,1
251,2,1
253,0,1
254,2,1
256,0,1
257,2,1
258,2,1
259,3,1
260,2,1
261,0,1
262,2,1
263,2,1
264,2,1
265,0,1
266,1,1
268,2,1
270,3,1
271,3,1
272,1,1
273,0,1
274,2,1
275,0,1
277,0,1
278,3,1
279,0,1
280,0,1
282,1,1
283,3,1
284,0,1
285,0,1
286,0,1
288,2,1
289,0,1
291,0,1
292,0,1
294,0,1
295,3,1
296,3,1
297,1,1
298,2,1
299,0,1
300,0,1
302,2,1
303,2,1
305,2,1
306,3,1
307,2,1
308,0,1
309,2,1
310,2,1
311,1,1
312,2,1
313,2,1
314,2,1
316,0,1
318,3,1
319,0,1
320,3,1
321,2,1
322,2,1
323,3,1
324,0,1
325,1,1
326,2,1
327,2,1
328,0,1
330,0,1
331,2,1
332,0,1
333,2,1
334,0,1
335,0,1
336,0,1
337,2,1
338,1,1
339,1,1
340,0,1
341,1,1
342,2,1
344,0,1
345,3,1
346,1,1
347,2,1
348,0,1
349,1,1
350,0,1
351,0,1
352,1,1
353,0,1
354,0,1
355,1,1
356,0,1
358,1,1
359,2,1
360,1,1
361,1,1
362,0,1
363,1,1
364,1,1
366,0,1
367,0,1
368,1,1
369,2,1
370,1,1
371,0,1
372,0,1
375,2,1
377,2,1
378,0,1
379,0,1
380,2,1
381,2,1
382,0,1
383,2,1
384,3,1
385,0,1
386,2,1
388,0,1
389,2,1
390,0,1
391,0,1
393,0,1
394,0,1
395,1,1
396,1,1
398,0,1
399,3,1
400,0,1
402,2,1
404,0,1
406,0,1
408,0,1
409,0,1
410,1,1
411,3,1
412,0,1
413,0,1
415,0,1
416,1,1
417,0,1
418,2,1
419,2,1
420,2,1
421,0,1
422,2,1
424,1,1
425,0,1
427,2,1
428,0,1
429,1,1
431,0,1
432,2,1
433,1,1
436,2,1
437,0,1
438,2,1
439,0,1
440,2,1
441,2,1
442,0,1
444,3,1
446,2,1
447,2,1
448,0,1
450,0,1
451,0,1
452,2,1
453,1,1
456,2,1
457,0,1
458,2,1
459,1,1
460,0,1
461,2,1
462,0,1
463,0,1
464,0,1
465,0,1
466,1,1
467,2,1
468,2,1
469,3,1
471,0,1
472,0,1
473,2,1
474,2,1
475,1,1
476,1,1
477,1,1
479,0,1
480,3,1
481,2,1
482,1,1
484,3,1
485,0,1
486,0,1
487,0,1
488,2,1
489,0,1
490,0,1
491,2,1
492,2,1
493,3,1
494,3,1
495,0,1
496,0,1
497,1,1
498,2,1
499,2,1
500,2,1
502,0,1
503,0,1
504,1,1
505,0,1
506,2,1
507,1,1
508,0,1
509,1,1
511,2,1
512,2,1
514,1,1
515,0,1
516,0,1
517,2,1
518,1,1
519,0,1
520,0,1
521,0,1
523,2,1
524,2,1
525,0,1
526,0,1
528,1,1
529,1,1
530,2,1
531,0,1
533,0,1
534,2,1
535,0,1
536,0,1
537,1,1
540,2,1
541,2,1
542,2,1
543,0,1
544,1,1
545,1,1
546,0,1
548,1,1
549,0,1
550,0,1
551,2,1
552,0,1
553,2,1
555,1,1
556,0,1
560,0,1
561,0,1
562,2,1
563,1,1
564,2,1
565,0,1
567,0,1
569,0,1
573,0,1
574,0,1
575,0,1
576,1,1
577,0,1
578,1,1
579,0,1
580,1,1
581,2,1
582,0,1
584,2,1
585,0,1
587,2,1
588,0,1
590,0,1
591,1,1
592,0,1
593,0,1
594,2,1
595,1,1
597,0,1
598,0,1
599,2,1
602,0,1
603,1,1
605,0,1
606,1,1
607,0,1
608,2,1
609,0,1
610,1,1
611,0,1
612,1,1
614,2,1
615,2,1
616,1,1
617,0,1
618,2,1
619,0,1
620,0,1
622,0,1
623,1,1
624,1,1
626,2,1
627,0,1
628,0,1
629,2,1
630,1,1
631,0,1
632,2,1
633,0,1
634,3,1
635,3,1
636,1,1
638,1,1
639,2,1
640,0,1
641,0,1
642,0,1
643,2,1
644,1,1
645,3,1
646,0,1
647,0,1
648,0,1
649,2,1
650,3,1
651,1,1
652,2,1
653,1,1
655,3,1
656,2,1
657,2,1
658,0,1
659,2,1
660,0,1
662,0,1
663,0,1
665,0,1
666,0,1
667,2,1
668,2,1
669,0,1
670,1,1
671,0,1
672,1,1
673,1,1
675,2,1
676,1,1
677,2,1
678,1,1
679,1,1
680,2,1
683,2,1
684,2,1
685,2,1
687,1,1
688,0,1
689,2,1
690,0,1
691,1,1
692,2,1
694,0,1
695,0,1
696,0,1
698,3,1
699,1,1
700,2,1
701,2,1
702,0,1
703,2,1
704,1,1
705,2,1
706,1,1
708,0,1
709,0,1
710,0,1
711,0,1
712,2,1
713,0,1
714,2,1
716,0,1
717,0,1
718,2,1
720,1,1
721,0,1
722,0,1
724,0,1
725,1,1
727,2,1
728,2,1
729,1,1
730,0,1
731,2,1
732,0,1
735,2,1
736,2,1
737,0,1
738,1,1
739,1,1
740,2,1
741,1,1
742,2,1
743,2,1
744,1,1
745,2,1
746,1,1
747,2,1
749,0,1
750,0,1
